기준월,대분류,지표명,항목,실적,전망중심,전망하단,전망상단
2015-04-01,보상비,소비자물가지수(총지수),총지수,94.625,,,
2015-05-01,보상비,소비자물가지수(총지수),총지수,94.89,,,
2015-06-01,보상비,소비자물가지수(총지수),총지수,94.909,,,
2015-07-01,보상비,소비자물가지수(총지수),총지수,95.08,,,
2015-08-01,보상비,소비자물가지수(총지수),총지수,95.213,,,
2015-09-01,보상비,소비자물가지수(총지수),총지수,94.966,,,
2015-10-01,보상비,소비자물가지수(총지수),총지수,94.966,,,
2015-11-01,보상비,소비자물가지수(총지수),총지수,94.786,,,
2015-12-01,보상비,소비자물가지수(총지수),총지수,95.07,,,
2016-01-01,보상비,소비자물가지수(총지수),총지수,95.232,,,
2016-02-01,보상비,소비자물가지수(총지수),총지수,95.64,,,
2016-03-01,보상비,소비자물가지수(총지수),총지수,95.393,,,
2016-04-01,보상비,소비자물가지수(총지수),총지수,95.573,,,
2016-05-01,보상비,소비자물가지수(총지수),총지수,95.63,,,
2016-06-01,보상비,소비자물가지수(총지수),총지수,95.611,,,
2016-07-01,보상비,소비자물가지수(총지수),총지수,95.431,,,
2016-08-01,보상비,소비자물가지수(총지수),총지수,95.677,,,
2016-09-01,보상비,소비자물가지수(총지수),총지수,96.247,,,
2016-10-01,보상비,소비자물가지수(총지수),총지수,96.379,,,
2016-11-01,보상비,소비자물가지수(총지수),총지수,96.237,,,
2016-12-01,보상비,소비자물가지수(총지수),총지수,96.342,,,
2017-01-01,보상비,소비자물가지수(총지수),총지수,97.366,,,
2017-02-01,보상비,소비자물가지수(총지수),총지수,97.632,,,
2017-03-01,보상비,소비자물가지수(총지수),총지수,97.565,,,
2017-04-01,보상비,소비자물가지수(총지수),총지수,97.442,,,
2017-05-01,보상비,소비자물가지수(총지수),총지수,97.546,,,
2017-06-01,보상비,소비자물가지수(총지수),총지수,97.338,,,
2017-07-01,보상비,소비자물가지수(총지수),총지수,97.499,,,
2017-08-01,보상비,소비자물가지수(총지수),총지수,98.058,,,
2017-09-01,보상비,소비자물가지수(총지수),총지수,98.172,,,
2017-10-01,보상비,소비자물가지수(총지수),총지수,98.077,,,
2017-11-01,보상비,소비자물가지수(총지수),총지수,97.347,,,
2017-12-01,보상비,소비자물가지수(총지수),총지수,97.698,,,
2018-01-01,보상비,소비자물가지수(총지수),총지수,98.106,,,
2018-02-01,보상비,소비자물가지수(총지수),총지수,98.855,,,
2018-03-01,보상비,소비자물가지수(총지수),총지수,98.751,,,
2018-04-01,보상비,소비자물가지수(총지수),총지수,98.931,,,
2018-05-01,보상비,소비자물가지수(총지수),총지수,98.979,,,
2018-06-01,보상비,소비자물가지수(총지수),총지수,98.779,,,
2018-07-01,보상비,소비자물가지수(총지수),총지수,98.59,,,
2018-08-01,보상비,소비자물가지수(총지수),총지수,99.462,,,
2018-09-01,보상비,소비자물가지수(총지수),총지수,100.221,,,
2018-10-01,보상비,소비자물가지수(총지수),총지수,100.041,,,
2018-11-01,보상비,소비자물가지수(총지수),총지수,99.33,,,
2018-12-01,보상비,소비자물가지수(총지수),총지수,98.988,,,
2019-01-01,보상비,소비자물가지수(총지수),총지수,98.884,,,
2019-02-01,보상비,소비자물가지수(총지수),총지수,99.311,,,
2019-03-01,보상비,소비자물가지수(총지수),총지수,99.121,,,
2019-04-01,보상비,소비자물가지수(총지수),총지수,99.481,,,
2019-05-01,보상비,소비자물가지수(총지수),총지수,99.652,,,
2019-06-01,보상비,소비자물가지수(총지수),총지수,99.491,,,
2019-07-01,보상비,소비자물가지수(총지수),총지수,99.187,,,
2019-08-01,보상비,소비자물가지수(총지수),총지수,99.425,,,
2019-09-01,보상비,소비자물가지수(총지수),총지수,99.794,,,
2019-10-01,보상비,소비자물가지수(총지수),총지수,100.041,,,
2019-11-01,보상비,소비자물가지수(총지수),총지수,99.481,,,
2019-12-01,보상비,소비자물가지수(총지수),총지수,99.719,,,
2020-01-01,보상비,소비자물가지수(총지수),총지수,100.09,,,
2020-02-01,보상비,소비자물가지수(총지수),총지수,100.16,,,
2020-03-01,보상비,소비자물가지수(총지수),총지수,99.94,,,
2020-04-01,보상비,소비자물가지수(총지수),총지수,99.5,,,
2020-05-01,보상비,소비자물가지수(총지수),총지수,99.44,,,
2020-06-01,보상비,소비자물가지수(총지수),총지수,99.71,,,
2020-07-01,보상비,소비자물가지수(총지수),총지수,99.63,,,
2020-08-01,보상비,소비자물가지수(총지수),총지수,100.19,,,
2020-09-01,보상비,소비자물가지수(총지수),총지수,100.74,,,
2020-10-01,보상비,소비자물가지수(총지수),총지수,100.18,,,
2020-11-01,보상비,소비자물가지수(총지수),총지수,100.09,,,
2020-12-01,보상비,소비자물가지수(총지수),총지수,100.33,,,
2021-01-01,보상비,소비자물가지수(총지수),총지수,101.04,,,
2021-02-01,보상비,소비자물가지수(총지수),총지수,101.58,,,
2021-03-01,보상비,소비자물가지수(총지수),총지수,101.84,,,
2021-04-01,보상비,소비자물가지수(총지수),총지수,101.98,,,
2021-05-01,보상비,소비자물가지수(총지수),총지수,102.05,,,
2021-06-01,보상비,소비자물가지수(총지수),총지수,102.05,,,
2021-07-01,보상비,소비자물가지수(총지수),총지수,102.26,,,
2021-08-01,보상비,소비자물가지수(총지수),총지수,102.75,,,
2021-09-01,보상비,소비자물가지수(총지수),총지수,103.17,,,
2021-10-01,보상비,소비자물가지수(총지수),총지수,103.35,,,
2021-11-01,보상비,소비자물가지수(총지수),총지수,103.87,,,
2021-12-01,보상비,소비자물가지수(총지수),총지수,104.04,,,
2022-01-01,보상비,소비자물가지수(총지수),총지수,104.85,,,
2022-02-01,보상비,소비자물가지수(총지수),총지수,105.42,,,
2022-03-01,보상비,소비자물가지수(총지수),총지수,106.1,,,
2022-04-01,보상비,소비자물가지수(총지수),총지수,106.83,,,
2022-05-01,보상비,소비자물가지수(총지수),총지수,107.5,,,
2022-06-01,보상비,소비자물가지수(총지수),총지수,108.21,,,
2022-07-01,보상비,소비자물가지수(총지수),총지수,108.73,,,
2022-08-01,보상비,소비자물가지수(총지수),총지수,108.63,,,
2022-09-01,보상비,소비자물가지수(총지수),총지수,108.82,,,
2022-10-01,보상비,소비자물가지수(총지수),총지수,109.16,,,
2022-11-01,보상비,소비자물가지수(총지수),총지수,109.07,,,
2022-12-01,보상비,소비자물가지수(총지수),총지수,109.26,,,
2023-01-01,보상비,소비자물가지수(총지수),총지수,110.07,,,
2023-02-01,보상비,소비자물가지수(총지수),총지수,110.33,,,
2023-03-01,보상비,소비자물가지수(총지수),총지수,110.52,,,
2023-04-01,보상비,소비자물가지수(총지수),총지수,110.77,,,
2023-05-01,보상비,소비자물가지수(총지수),총지수,111.13,,,
2023-06-01,보상비,소비자물가지수(총지수),총지수,111.16,,,
2023-07-01,보상비,소비자물가지수(총지수),총지수,111.29,,,
2023-08-01,보상비,소비자물가지수(총지수),총지수,112.28,,,
2023-09-01,보상비,소비자물가지수(총지수),총지수,112.85,,,
2023-10-01,보상비,소비자물가지수(총지수),총지수,113.27,,,
2023-11-01,보상비,소비자물가지수(총지수),총지수,112.68,,,
2023-12-01,보상비,소비자물가지수(총지수),총지수,112.73,,,
2024-01-01,보상비,소비자물가지수(총지수),총지수,113.17,,,
2024-02-01,보상비,소비자물가지수(총지수),총지수,113.78,,,
2024-03-01,보상비,소비자물가지수(총지수),총지수,113.95,,,
2024-04-01,보상비,소비자물가지수(총지수),총지수,114.01,,,
2024-05-01,보상비,소비자물가지수(총지수),총지수,114.1,,,
2024-06-01,보상비,소비자물가지수(총지수),총지수,113.84,,,
2024-07-01,보상비,소비자물가지수(총지수),총지수,114.13,,,
2024-08-01,보상비,소비자물가지수(총지수),총지수,114.54,,,
2024-09-01,보상비,소비자물가지수(총지수),총지수,114.65,,,
2024-10-01,보상비,소비자물가지수(총지수),총지수,114.69,,,
2024-11-01,보상비,소비자물가지수(총지수),총지수,114.4,,,
2024-12-01,보상비,소비자물가지수(총지수),총지수,114.91,,,
2025-01-01,보상비,소비자물가지수(총지수),총지수,115.71,,,
2025-02-01,보상비,소비자물가지수(총지수),총지수,116.08,,,
2025-03-01,보상비,소비자물가지수(총지수),총지수,116.29,,,
2025-04-01,보상비,소비자물가지수(총지수),총지수,116.38,,,
2025-05-01,보상비,소비자물가지수(총지수),총지수,116.27,,,
2025-06-01,보상비,소비자물가지수(총지수),총지수,116.31,,,
2025-07-01,보상비,소비자물가지수(총지수),총지수,116.52,,,
2025-08-01,보상비,소비자물가지수(총지수),총지수,116.45,,,
2025-09-01,보상비,소비자물가지수(총지수),총지수,117.06,,,
2025-10-01,보상비,소비자물가지수(총지수),총지수,117.42,,,
2025-11-01,보상비,소비자물가지수(총지수),총지수,117.2,,,
2025-12-01,보상비,소비자물가지수(총지수),총지수,117.57,,,
2026-01-01,보상비,소비자물가지수(총지수),총지수,118.03,,,
2026-02-01,보상비,소비자물가지수(총지수),총지수,118.4,,,
2026-03-01,보상비,소비자물가지수(총지수),총지수,118.8,,,
2026-04-01,보상비,소비자물가지수(총지수),총지수,119.37,,,
2026-05-01,보상비,소비자물가지수(총지수),총지수,119.92,,,
2026-06-01,보상비,소비자물가지수(총지수),총지수,119.99,,,
2026-07-01,보상비,소비자물가지수(총지수),총지수,,119.704,118.983,120.424
2026-08-01,보상비,소비자물가지수(총지수),총지수,,119.943,119.223,120.664
2026-09-01,보상비,소비자물가지수(총지수),총지수,,120.182,119.462,120.903
2026-10-01,보상비,소비자물가지수(총지수),총지수,,120.422,119.701,121.142
2026-11-01,보상비,소비자물가지수(총지수),총지수,,120.661,119.941,121.382
2026-12-01,보상비,소비자물가지수(총지수),총지수,,120.9,120.18,121.621
2027-01-01,보상비,소비자물가지수(총지수),총지수,,121.14,120.419,121.86
2027-02-01,보상비,소비자물가지수(총지수),총지수,,121.379,120.659,122.1
2027-03-01,보상비,소비자물가지수(총지수),총지수,,121.618,120.898,122.339
2027-04-01,보상비,소비자물가지수(총지수),총지수,,121.858,121.137,122.578
2027-05-01,보상비,소비자물가지수(총지수),총지수,,122.097,121.377,122.818
2027-06-01,보상비,소비자물가지수(총지수),총지수,,122.336,121.616,123.057
2027-07-01,보상비,소비자물가지수(총지수),총지수,,122.576,121.855,123.296
2027-08-01,보상비,소비자물가지수(총지수),총지수,,122.815,122.095,123.536
2027-09-01,보상비,소비자물가지수(총지수),총지수,,123.054,122.334,123.775
2027-10-01,보상비,소비자물가지수(총지수),총지수,,123.294,122.573,124.014
2027-11-01,보상비,소비자물가지수(총지수),총지수,,123.533,122.813,124.254
2027-12-01,보상비,소비자물가지수(총지수),총지수,,123.772,123.052,124.493
2028-01-01,보상비,소비자물가지수(총지수),총지수,,124.012,123.291,124.732
2028-02-01,보상비,소비자물가지수(총지수),총지수,,124.251,123.531,124.972
2028-03-01,보상비,소비자물가지수(총지수),총지수,,124.49,123.77,125.211
2028-04-01,보상비,소비자물가지수(총지수),총지수,,124.73,124.009,125.45
2028-05-01,보상비,소비자물가지수(총지수),총지수,,124.969,124.249,125.69
2028-06-01,보상비,소비자물가지수(총지수),총지수,,125.208,124.488,125.929
2028-07-01,보상비,소비자물가지수(총지수),총지수,,125.448,124.727,126.168
2028-08-01,보상비,소비자물가지수(총지수),총지수,,125.687,124.967,126.408
2028-09-01,보상비,소비자물가지수(총지수),총지수,,125.926,125.206,126.647
2028-10-01,보상비,소비자물가지수(총지수),총지수,,126.166,125.445,126.886
2028-11-01,보상비,소비자물가지수(총지수),총지수,,126.405,125.685,127.126
2028-12-01,보상비,소비자물가지수(총지수),총지수,,126.644,125.924,127.365
2029-01-01,보상비,소비자물가지수(총지수),총지수,,126.884,126.163,127.604
2029-02-01,보상비,소비자물가지수(총지수),총지수,,127.123,126.403,127.844
2029-03-01,보상비,소비자물가지수(총지수),총지수,,127.362,126.642,128.083
2029-04-01,보상비,소비자물가지수(총지수),총지수,,127.602,126.881,128.322
2029-05-01,보상비,소비자물가지수(총지수),총지수,,127.841,127.121,128.562
2029-06-01,보상비,소비자물가지수(총지수),총지수,,128.08,127.36,128.801
2029-07-01,보상비,소비자물가지수(총지수),총지수,,128.32,127.599,129.04
2029-08-01,보상비,소비자물가지수(총지수),총지수,,128.559,127.839,129.28
2029-09-01,보상비,소비자물가지수(총지수),총지수,,128.798,128.078,129.519
2029-10-01,보상비,소비자물가지수(총지수),총지수,,129.038,128.317,129.758
2029-11-01,보상비,소비자물가지수(총지수),총지수,,129.277,128.557,129.998
2029-12-01,보상비,소비자물가지수(총지수),총지수,,129.516,128.796,130.237
2015-01-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.356,,,
2015-02-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.3,,,
2015-03-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.128,,,
2015-04-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.988,,,
2015-05-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.115,,,
2015-06-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.012,,,
2015-07-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.001,,,
2015-08-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.98,,,
2015-09-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.946,,,
2015-10-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.962,,,
2015-11-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.118,,,
2015-12-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.143,,,
2016-01-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.091,,,
2016-02-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.95,,,
2016-03-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.979,,,
2016-04-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.94,,,
2016-05-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.91,,,
2016-06-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.789,,,
2016-07-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.65,,,
2016-08-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.645,,,
2016-09-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.704,,,
2016-10-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.781,,,
2016-11-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.021,,,
2016-12-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.162,,,
2017-01-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.104,,,
2017-02-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.129,,,
2017-03-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.208,,,
2017-04-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.195,,,
2017-05-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.216,,,
2017-06-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.208,,,
2017-07-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.278,,,
2017-08-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.32,,,
2017-09-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.333,,,
2017-10-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.574,,,
2017-11-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.709,,,
2017-12-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.649,,,
2018-01-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.722,,,
2018-02-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.815,,,
2018-03-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.831,,,
2018-04-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.794,,,
2018-05-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.86,,,
2018-06-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.805,,,
2018-07-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.75,,,
2018-08-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.656,,,
2018-09-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.403,,,
2018-10-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.452,,,
2018-11-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.403,,,
2018-12-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.304,,,
2019-01-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.263,,,
2019-02-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.249,,,
2019-03-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.244,,,
2019-04-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.207,,,
2019-05-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.153,,,
2019-06-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.004,,,
2019-07-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.885,,,
2019-08-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.689,,,
2019-09-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.792,,,
2019-10-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.861,,,
2019-11-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.002,,,
2019-12-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.948,,,
2020-01-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.955,,,
2020-02-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.847,,,
2020-03-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.84,,,
2020-04-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.145,,,
2020-05-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.179,,,
2020-06-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.218,,,
2020-07-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.219,,,
2020-08-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.192,,,
2020-09-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.239,,,
2020-10-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.239,,,
2020-11-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.247,,,
2020-12-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.211,,,
2021-01-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.143,,,
2021-02-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.055,,,
2021-03-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.091,,,
2021-04-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.983,,,
2021-05-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.891,,,
2021-06-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.913,,,
2021-07-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.888,,,
2021-08-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.838,,,
2021-09-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",1.953,,,
2021-10-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.302,,,
2021-11-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.492,,,
2021-12-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.41,,,
2022-01-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.632,,,
2022-02-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.873,,,
2022-03-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.028,,,
2022-04-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.631,,,
2022-05-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.775,,,
2022-06-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.233,,,
2022-07-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.126,,,
2022-08-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.227,,,
2022-09-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.9,,,
2022-10-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",5.436,,,
2022-11-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",5.487,,,
2022-12-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",5.302,,,
2023-01-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.704,,,
2023-02-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.274,,,
2023-03-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.184,,,
2023-04-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.072,,,
2023-05-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.139,,,
2023-06-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.356,,,
2023-07-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.437,,,
2023-08-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.5,,,
2023-09-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.602,,,
2023-10-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.827,,,
2023-11-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.583,,,
2023-12-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.076,,,
2024-01-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.013,,,
2024-02-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.053,,,
2024-03-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.944,,,
2024-04-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.974,,,
2024-05-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.876,,,
2024-06-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.708,,,
2024-07-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.542,,,
2024-08-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.418,,,
2024-09-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.448,,,
2024-10-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.485,,,
2024-11-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.428,,,
2024-12-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.236,,,
2025-01-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.229,,,
2025-02-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.206,,,
2025-03-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.161,,,
2025-04-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.98,,,
2025-05-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.908,,,
2025-06-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.98,,,
2025-07-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.957,,,
2025-08-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.914,,,
2025-09-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",2.926,,,
2025-10-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.028,,,
2025-11-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.299,,,
2025-12-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.502,,,
2026-01-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.545,,,
2026-02-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.718,,,
2026-03-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",3.969,,,
2026-04-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.07,,,
2026-05-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.316,,,
2026-06-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.429,,,
2026-07-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.525,,,
2026-08-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",4.462,,,
2026-09-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,4.216,4.708
2026-10-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,4.114,4.81
2026-11-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,4.036,4.888
2026-12-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.97,4.954
2027-01-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.912,5.012
2027-02-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.86,5.064
2027-03-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.812,5.112
2027-04-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.767,5.157
2027-05-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.725,5.199
2027-06-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.685,5.239
2027-07-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.647,5.277
2027-08-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.611,5.313
2027-09-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.576,5.348
2027-10-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.542,5.382
2027-11-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.51,5.414
2027-12-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.479,5.445
2028-01-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.449,5.475
2028-02-01,PF금리,"회사채(3년, AA-) 수익률","회사채(3년, AA-)",,4.462,3.419,5.505
